Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
15,10,3,Others,2,Divorced,2,0,15,292.32,0
4,16,4,Laptop & Accessory,1,Married,2,1,8,188.47,0
21,28,3,Grocery,1,Married,4,0,7,271.74,0
13,22,3,Fashion,1,Single,7,1,3,179.45,0
23,23,4,Fashion,5,Married,6,0,11,232.69,0
7,14,4,Laptop & Accessory,4,Married,2,0,3,168.02,0
0,,4,Mobile,5,Single,8,0,0,125.61,1
14,17,5,Laptop & Accessory,4,Married,9,0,4,193.52,0
0,10,4,Laptop & Accessory,5,Divorced,2,0,3,142.56,0
0,16,3,Laptop & Accessory,3,Married,2,1,3,142.6,0
1,10,5,Mobile Phone,1,Single,2,0,2,145.45,0
23,9,3,Others,4,Married,2,0,7,282,0
1,14,4,Mobile Phone,1,Single,3,0,8,150.7,0
0,,4,Mobile,1,Single,2,1,0,124.39,1
5,15,4,Grocery,4,Single,5,0,1,289.22,0
6,20,4,Laptop & Accessory,1,Married,4,0,4,169.03,0
6,6,1,Laptop & Accessory,5,Married,2,0,8,140.37,0
0,11,4,Mobile,3,Single,1,0,0,129.66,0
4,23,4,Laptop & Accessory,3,Married,10,0,3,178.01,0
3,,3,Mobile,2,Single,1,0,7,125.64,0
14,27,4,Fashion,1,Married,6,0,,228.22,0
,26,3,Mobile,4,Married,1,1,4,121.48,1
0,21,3,Fashion,3,Divorced,8,1,7,236.1,1
,15,3,Mobile Phone,5,Married,2,0,0,117.9,1
9,21,5,Laptop & Accessory,1,Married,2,0,11,154.06,0
10,11,5,Laptop & Accessory,2,Single,3,0,9,183.1,0
7,28,2,Mobile Phone,4,Married,3,0,14,145.28,0
20,14,4,Mobile Phone,3,Married,10,0,9,148.39,1
25,18,5,Grocery,4,Single,5,0,4,256.42,0
21,21,4,Laptop & Accessory,4,Married,10,0,8,179.67,0
12,7,2,Mobile Phone,3,Married,3,0,1,153.44,0
13,30,3,Laptop & Accessory,1,Married,2,0,7,133.19,0
9,8,5,Laptop & Accessory,1,Married,2,0,1,178.63,0
16,9,4,Grocery,3,Divorced,2,1,11,303.61,0
19,31,4,Mobile Phone,4,Single,3,0,5,146.77,0
13,10,2,Laptop & Accessory,4,Married,11,0,7,188.89,0
22,9,2,Mobile Phone,4,Single,7,0,1,150.59,0
0,9,3,Mobile Phone,3,Single,2,0,7,140.84,1
13,7,5,Grocery,1,Married,3,0,9,252.42,0
13,14,4,Fashion,4,Married,3,0,8,237.57,0
3,12,5,Laptop & Accessory,4,Married,3,1,10,166.87,0
18,19,1,Grocery,3,Single,7,1,8,236.95,1
1,12,4,Others,3,Married,8,0,1,308.03,0
12,7,4,Mobile Phone,4,Married,2,1,3,154.91,0
4,8,4,Mobile Phone,4,Married,3,0,8,162.48,0
19,35,5,Grocery,4,Single,3,0,7,292.04,0
9,6,3,Laptop & Accessory,1,Married,2,1,11,162.01,0
0,6,4,Laptop & Accessory,5,Divorced,6,0,0,142.98,0
8,5,3,Fashion,5,Married,2,0,8,190.69,0
1,15,4,Mobile Phone,5,Married,3,1,1,148.98,1
10,15,4,Fashion,3,Married,3,0,,225.96,0
22,9,4,Laptop & Accessory,5,Married,5,0,2,147.89,0
8,24,3,Laptop & Accessory,3,Married,2,1,2,156.89,0
1,19,4,Mobile Phone,2,Divorced,3,1,1,150.15,1
1,16,5,Mobile Phone,5,Single,9,0,4,159.07,1
18,7,2,Laptop & Accessory,5,Married,4,0,3,175.33,0
4,7,4,Laptop & Accessory,1,Single,3,0,8,165.11,0
12,9,4,Mobile Phone,3,Divorced,8,1,2,155.57,0
22,9,4,Laptop & Accessory,1,Married,4,0,8,165.51,0
2,25,4,Laptop & Accessory,3,Married,2,0,4,186.2,0
1,10,3,Laptop & Accessory,2,Married,3,1,5,171.47,0
1,7,3,Mobile,1,Married,2,0,2,127.06,0
3,34,4,Laptop & Accessory,3,Married,6,0,2,168.35,0
16,8,4,Fashion,1,Married,1,0,9,201.69,1
14,13,3,Laptop & Accessory,3,Single,7,0,1,150.03,0
12,12,3,Fashion,4,Single,5,0,2,183.76,0
10,10,3,Mobile Phone,2,Married,5,0,8,0,0
18,35,3,Mobile,1,Single,6,0,3,134.52,0
20,10,3,Laptop & Accessory,2,Single,2,1,7,141.63,0
1,25,4,Laptop & Accessory,3,Married,2,1,3,171.14,1
26,,3,Laptop & Accessory,1,Single,3,0,2,124.5,0
9,15,1,Mobile,4,Married,2,0,2,128.1,0
21,6,1,Grocery,2,Single,3,0,1,268.85,0
2,8,3,Grocery,1,Married,8,0,,221.69,1
16,12,4,Others,3,Married,8,0,14,293.92,0
1,16,3,Mobile Phone,4,Married,2,0,0,110.52,0
7,14,1,Laptop & Accessory,3,Married,2,0,8,167.99,0
20,9,4,Fashion,1,Married,6,1,,228.68,0
30,7,4,Laptop & Accessory,3,Married,3,0,10,188.06,0
16,33,4,Fashion,5,Married,5,1,1,256.91,0
1,8,4,Mobile Phone,5,Single,2,0,7,153.67,0
1,35,5,Laptop & Accessory,4,Divorced,2,0,7,165.49,0
1,7,4,Laptop & Accessory,4,Married,3,0,5,188.97,0
20,31,4,Mobile Phone,1,Single,3,0,1,150.87,1
27,23,3,Fashion,3,Married,9,0,8,207.39,0
30,16,4,Grocery,1,Married,9,0,2,236.03,0
3,10,5,Fashion,3,Married,3,0,8,244.35,0
12,15,3,Others,1,Single,3,0,3,294.31,0
3,13,3,Mobile,4,Single,1,0,2,129.83,0
27,30,4,Grocery,2,Single,8,0,9,267.75,0
24,7,4,Grocery,1,Married,11,0,4,298.99,0
28,10,3,Laptop & Accessory,3,Married,1,1,2,140.35,0
1,17,4,Laptop & Accessory,3,Married,3,1,4,167.6,0
9,11,3,Laptop & Accessory,4,Single,9,0,7,159.14,0
8,15,2,Laptop & Accessory,3,Married,4,0,3,169.04,0
14,15,4,Laptop & Accessory,3,Divorced,5,1,4,192.96,1
21,11,4,Laptop & Accessory,2,Single,3,1,8,166.63,0
1,12,4,Mobile Phone,4,Single,2,0,3,149.22,1
4,29,4,Laptop & Accessory,1,Married,1,0,8,155.82,0
13,9,4,Mobile,3,Married,2,1,2,126.83,1
20,20,3,Laptop & Accessory,5,Single,3,0,7,149.6,0
14,35,5,Fashion,5,Married,6,1,1,233.54,1
27,26,3,Laptop & Accessory,3,Single,4,0,3,148.69,0
14,16,4,Fashion,3,Single,11,0,14,259.99,0
2,34,4,Mobile Phone,5,Single,2,0,4,137.85,0
0,16,3,Laptop & Accessory,3,Married,2,1,3,142.6,0
3,16,2,Mobile Phone,3,Married,8,0,1,149.51,0
1,25,5,Mobile Phone,2,Single,3,1,2,148.89,1
13,9,4,Fashion,3,Single,2,0,9,234.38,0
1,17,2,Mobile Phone,3,Single,3,0,3,160.05,0
4,13,4,Fashion,1,Married,10,0,,215.57,0
8,28,2,Laptop & Accessory,1,Single,3,0,8,178.37,0
1,14,4,Mobile Phone,4,Single,3,0,1,151.79,1
14,12,5,Fashion,5,Married,7,1,,229.75,0
5,12,4,Laptop & Accessory,1,Married,3,0,3,179.76,0
14,15,4,Laptop & Accessory,5,Married,4,1,1,190.16,0
0,35,3,Laptop & Accessory,3,Married,6,0,0,143.06,0
8,27,3,Laptop & Accessory,2,Divorced,2,1,7,140.14,0
16,10,2,Laptop & Accessory,2,Divorced,4,1,4,177.31,0
2,14,4,Laptop & Accessory,5,Single,2,0,4,173.98,0
19,7,5,Fashion,3,Married,5,0,5,232.48,0
,29,3,Mobile,1,Single,10,0,2,122.01,0
1,24,4,Mobile Phone,4,Married,2,1,2,155.58,0
4,9,6,Laptop & Accessory,1,Single,4,0,3,185.91,0
31,7,6,Fashion,1,Married,5,0,1,233.83,0
30,27,3,Grocery,1,Married,5,1,0,278.75,0
11,13,4,Laptop & Accessory,1,Married,6,0,2,190.02,0
9,7,5,Laptop & Accessory,5,Single,2,0,9,168.12,0
14,16,4,Others,1,Married,4,0,6,291.41,0
,28,5,Mobile Phone,3,Married,2,0,0,115.55,1
9,7,4,Fashion,3,Single,3,0,,212.89,0
4,22,5,Fashion,5,Married,4,0,8,196.4,0
0,28,3,Mobile,3,Single,2,0,2,134.47,0
0,32,4,Laptop & Accessory,5,Single,6,0,1,166.96,1
2,8,4,Mobile Phone,5,Single,3,1,0,136.46,1
2,36,4,Laptop & Accessory,5,Married,9,1,1,191.73,1
28,26,3,Laptop & Accessory,1,Married,4,1,8,154.15,0
2,6,3,Fashion,2,Divorced,2,0,1,179.18,0
0,9,1,Laptop & Accessory,1,Married,2,1,4,146.47,0
2,26,3,Mobile Phone,1,Married,2,0,10,138.12,0
23,14,3,Mobile Phone,4,Married,8,0,2,138.75,0
2,8,3,Mobile,4,Married,1,0,4,127.03,0
0,24,3,Laptop & Accessory,3,Married,1,1,2,146.14,1
15,8,3,Grocery,5,Married,1,0,7,276.65,0
8,14,4,Fashion,1,Married,5,1,12,203.77,0
7,9,4,Laptop & Accessory,1,Married,4,1,1,181.03,0
16,13,3,Fashion,5,Divorced,9,0,0,199.85,0
13,20,5,Grocery,4,Married,8,1,3,296.23,0
13,20,3,Laptop & Accessory,5,Married,2,0,2,146.39,0
19,20,3,Mobile Phone,4,Divorced,10,1,3,149.63,1
9,13,6,Laptop & Accessory,2,Single,3,0,9,191.46,0
29,6,3,Laptop & Accessory,3,Married,2,0,9,163.06,0
,15,3,Mobile,2,Single,2,0,1,122.88,0
16,33,4,Fashion,5,Divorced,5,1,1,256.91,0
4,8,3,Fashion,3,Married,2,1,6,198.52,0
10,15,4,Laptop & Accessory,1,Married,6,0,8,175.79,0
1,12,4,Mobile Phone,3,Single,3,1,3,159.41,1
9,13,1,Laptop & Accessory,5,Married,3,0,13,146.39,0
0,29,4,Laptop & Accessory,3,Married,4,1,1,159.16,1
26,9,3,Grocery,3,Divorced,4,1,3,275.84,0
1,9,4,Mobile Phone,5,Married,2,0,3,155.41,1
17,35,3,Laptop & Accessory,2,Single,2,0,17,145.41,0
1,30,5,Laptop & Accessory,3,Married,5,1,2,184.16,1
13,26,3,Fashion,1,Married,5,0,1,203.22,0
2,14,4,Laptop & Accessory,1,Married,2,1,2,150.56,0
1,15,4,Mobile Phone,1,Single,3,0,5,159.45,0
16,20,3,Grocery,5,Divorced,7,0,0,271.59,0
5,9,3,Laptop & Accessory,5,Married,2,0,3,167.25,0
0,,3,Mobile,1,Single,1,1,2,123.79,0
5,8,3,Mobile,1,Single,1,0,6,130.68,0
0,32,4,Mobile,3,Married,2,1,3,128.14,0
16,28,4,Laptop & Accessory,3,Married,4,0,3,177.65,0
4,6,3,Laptop & Accessory,1,Single,9,1,5,159.93,1
8,13,3,Laptop & Accessory,1,Married,2,1,9,152.04,0
0,13,3,Mobile,4,Single,2,0,0,126.79,1
0,,3,Mobile,4,Single,2,1,2,124.78,0
11,7,4,Mobile Phone,1,Single,3,0,8,146.15,0
20,14,4,Mobile Phone,3,Married,10,0,9,148.39,1
3,10,4,Mobile Phone,5,Single,3,1,6,172.23,0
11,9,3,Mobile,3,Divorced,4,0,2,128.21,0
4,14,4,Mobile Phone,4,Single,2,0,3,154.83,0
,22,5,Mobile,5,Married,2,1,0,123.07,1
0,14,4,Mobile Phone,3,Single,2,1,2,139.89,1
8,10,4,Laptop & Accessory,4,Married,3,0,10,179.33,0
5,7,6,Laptop & Accessory,5,Married,3,0,8,175.03,0
1,21,4,Mobile Phone,3,Single,3,0,1,140.14,0
6,9,4,Laptop & Accessory,4,Married,2,0,7,179.7,0
9,10,4,Laptop & Accessory,1,Single,2,0,8,158.1,0
12,13,5,Mobile Phone,3,Married,3,0,5,162.02,0
0,29,3,Mobile,2,Married,2,0,2,128.86,0
0,6,3,Laptop & Accessory,4,Married,1,1,4,163.49,0
14,7,3,Mobile,1,Married,4,0,0,127.82,0
2,7,3,Mobile Phone,1,Married,2,0,2,137.6,0
1,7,4,Mobile Phone,4,Single,3,1,5,157.02,1
4,11,3,Mobile Phone,2,Divorced,1,1,3,148.21,0
1,9,2,Laptop & Accessory,2,Divorced,3,0,4,179.72,0
5,14,4,Laptop & Accessory,4,Married,2,1,9,152.28,0
22,6,4,Grocery,3,Single,8,1,7,239.64,0
7,,3,Mobile,4,Married,2,1,3,123.42,1
1,7,5,Mobile Phone,5,Single,8,0,8,148.62,1
6,20,5,Mobile Phone,4,Married,3,0,3,159,0
0,7,5,Laptop & Accessory,4,Single,7,0,0,167.35,1
17,6,1,Laptop & Accessory,5,Married,3,0,2,150.33,0
18,6,3,Fashion,4,Married,2,0,7,174.41,0
17,10,6,Others,2,Divorced,5,0,8,322.4,0
15,16,4,Others,3,Married,4,0,12,319.19,0
25,21,4,Laptop & Accessory,1,Married,6,0,8,174.36,0
13,27,4,Laptop & Accessory,1,Married,4,0,3,166.27,0
8,17,4,Laptop & Accessory,3,Married,3,1,8,165.01,0
1,9,4,Mobile Phone,5,Married,3,1,1,145.74,1
,22,5,Mobile,5,Married,2,1,0,123.07,1
3,11,4,Mobile Phone,1,Married,10,0,3,137.61,0
11,8,3,Mobile,3,Divorced,7,1,1,130.57,0
1,9,5,Mobile Phone,1,Single,3,0,1,150.64,1
0,10,3,Fashion,5,Single,1,1,7,195.82,1
13,32,3,Laptop & Accessory,5,Married,2,0,5,183.96,0
10,9,4,Mobile Phone,1,Single,5,1,3,151.44,0
2,23,4,Mobile Phone,3,Single,3,0,5,146.44,0
5,7,6,Laptop & Accessory,3,Divorced,2,0,5,168.45,0
24,17,4,Grocery,4,Single,4,0,3,231.42,0
6,,4,Mobile,1,Single,1,0,2,123.42,0
16,16,4,Laptop & Accessory,3,Married,2,0,0,152.57,0
2,15,4,Mobile Phone,1,Single,1,0,2,139.83,0
1,32,2,Mobile Phone,1,Single,3,1,2,154.94,0
9,32,5,Laptop & Accessory,1,Single,6,0,3,161.81,0
6,36,4,Mobile Phone,3,Single,11,0,8,165.25,0
15,15,3,Mobile Phone,1,Single,2,0,8,136.73,0
,20,3,Mobile Phone,3,Single,2,0,0,115.14,0
8,7,4,Mobile Phone,2,Divorced,3,0,9,151.91,0
1,11,4,Mobile Phone,4,Single,3,0,3,157.95,0
3,31,4,Fashion,4,Single,3,1,0,190.94,1
0,,3,Mobile,5,Single,6,1,4,126.57,1
,6,4,Mobile,3,Married,2,0,3,120.07,0
5,19,4,Mobile,4,Married,2,0,2,134,0
3,23,3,Fashion,5,Divorced,2,1,,219.16,0
10,10,2,Laptop & Accessory,5,Married,8,0,5,193.42,0
1,36,5,Laptop & Accessory,3,Single,3,0,9,170.08,1
10,31,4,Laptop & Accessory,2,Married,8,0,3,157.31,0
20,12,4,Laptop & Accessory,4,Married,3,1,3,175.21,0
,6,3,Mobile Phone,3,Divorced,2,0,1,112.23,0
12,8,1,Fashion,3,Single,1,0,7,178.8,0
12,25,3,Laptop & Accessory,1,Married,9,0,2,139.02,0
8,16,4,Laptop & Accessory,3,Married,3,0,4,182.14,0
11,8,3,Fashion,4,Single,8,0,0,173.51,0
10,10,4,Mobile Phone,4,Single,6,0,3,145.88,0
4,13,2,Laptop & Accessory,2,Divorced,5,0,7,169.29,0
1,12,5,Laptop & Accessory,3,Single,3,1,4,182.44,1
0,16,3,Fashion,5,Married,2,0,7,187.93,0
10,12,4,Laptop & Accessory,4,Single,10,0,8,184.14,0
9,14,2,Fashion,5,Divorced,10,0,,217.13,0
1,21,5,Mobile Phone,4,Married,3,1,3,162.43,1
13,17,4,Laptop & Accessory,5,Married,4,0,8,178.77,0
6,31,4,Laptop & Accessory,2,Divorced,3,0,8,178.09,0
1,17,5,Mobile Phone,5,Single,8,1,1,149.04,1
30,7,1,Laptop & Accessory,3,Married,1,0,8,149,0
3,35,3,Laptop & Accessory,5,Married,9,0,3,141.15,0
11,8,3,Laptop & Accessory,3,Divorced,10,0,0,165.53,0
1,17,4,Laptop & Accessory,1,Single,2,0,2,174.5,0
6,8,3,Mobile Phone,3,Married,2,0,4,136,0
7,7,3,Mobile,5,Married,6,0,3,129.96,0
15,9,1,Laptop & Accessory,1,Married,3,1,3,152.31,0
18,7,5,Laptop & Accessory,3,Single,6,0,3,184.85,0
8,7,2,Laptop & Accessory,1,Married,2,0,,222.25,0
14,16,4,Grocery,5,Married,5,0,7,271.81,0
7,16,3,Mobile,3,Single,2,1,2,129.36,1
1,15,4,Mobile Phone,5,Married,3,1,1,148.98,1
20,22,4,Others,4,Married,7,0,4,315.81,0
13,9,2,Fashion,3,Single,2,0,8,203.8,0
1,23,4,Mobile Phone,4,Married,4,1,3,148.73,1
1,18,3,Laptop & Accessory,3,Divorced,10,0,3,172.07,1
9,9,3,Laptop & Accessory,4,Single,4,1,1,192.78,0
10,10,5,Fashion,2,Divorced,6,0,,221.99,0
5,35,3,Mobile Phone,3,Single,10,0,7,140.25,0
8,8,4,Fashion,4,Married,3,0,4,202.74,0
12,9,6,Laptop & Accessory,1,Married,4,1,4,179.05,0
,8,3,Mobile Phone,4,Single,2,0,0,113.93,1
4,18,3,Laptop & Accessory,1,Married,1,1,5,158.55,0
0,16,3,Laptop & Accessory,5,Single,2,0,8,142.13,1
1,9,5,Mobile Phone,1,Single,2,0,2,164.04,0
7,12,4,Fashion,4,Divorced,8,0,9,243.78,0
13,20,5,Grocery,4,Married,8,1,3,296.23,0
,11,3,Mobile Phone,4,Single,2,1,0,118.78,1
1,9,5,Mobile Phone,2,Single,9,0,1,152.85,1
8,13,5,Laptop & Accessory,4,Married,8,0,1,170.05,0
10,17,4,Fashion,4,Married,7,0,8,198.14,1
26,127,4,Mobile Phone,1,Married,4,0,1,159.82,0
21,,1,Mobile,4,Single,6,0,0,125.59,0
8,18,5,Laptop & Accessory,4,Divorced,6,0,9,169.9,0
0,,2,Mobile,4,Married,2,1,2,123.28,0
10,18,4,Fashion,1,Married,2,0,,222.38,0
8,24,3,Fashion,2,Single,3,0,2,193.62,0
9,,1,Laptop & Accessory,1,Married,5,0,3,125.71,0
21,8,4,Fashion,4,Married,2,0,13,244.57,0
3,27,4,Mobile Phone,2,Divorced,3,0,3,146.57,0
13,16,4,Laptop & Accessory,4,Married,8,0,3,168.52,0
9,12,5,Mobile,3,Married,2,0,7,127.41,0
2,21,4,Laptop & Accessory,3,Single,1,1,8,141.93,0
10,16,4,Fashion,1,Married,6,0,,225.96,1
2,24,4,Laptop & Accessory,5,Married,3,0,9,170.58,0
15,23,1,Laptop & Accessory,5,Single,4,1,2,165.45,0
0,35,5,Laptop & Accessory,5,Single,9,0,2,149.69,1
0,,3,Mobile,1,Single,3,0,2,125.8,0
16,9,4,Laptop & Accessory,2,Divorced,3,0,3,165.89,0
6,28,3,Laptop & Accessory,4,Married,1,0,7,161.46,0
21,8,3,Laptop & Accessory,2,Divorced,3,0,7,140.51,0
4,30,6,Mobile Phone,3,Married,3,0,10,151.13,0
13,9,5,Laptop & Accessory,3,Single,3,0,11,170.53,0
10,13,2,Laptop & Accessory,5,Married,5,1,3,180.62,0
12,9,4,Mobile Phone,1,Married,3,1,1,142.02,0
21,9,4,Others,4,Single,9,1,9,317.46,1
0,,4,Mobile,4,Married,2,1,0,124.13,1
17,16,4,Mobile Phone,3,Single,6,0,3,149.38,0
9,21,5,Laptop & Accessory,1,Married,2,0,11,154.06,0
16,10,4,Fashion,2,Single,4,0,17,202.31,0
1,31,5,Fashion,5,Single,3,0,,212.22,1
4,9,5,Mobile Phone,1,Single,2,0,3,152.2,0
0,21,5,Laptop & Accessory,1,Married,7,1,2,154.4,1
23,15,5,Laptop & Accessory,4,Married,3,0,8,176.3,0
6,14,3,Laptop & Accessory,3,Married,1,0,2,171.04,0
26,13,4,Laptop & Accessory,5,Married,5,1,10,180.77,0
12,8,4,Mobile Phone,4,Married,2,1,3,154.91,0
14,16,4,Fashion,3,Single,11,0,14,259.99,0
1,33,5,Laptop & Accessory,5,Married,1,0,0,0,0
12,14,2,Laptop & Accessory,5,Married,3,1,8,181.05,0
,15,3,Mobile,4,Married,7,0,2,120.24,0
1,20,4,Mobile Phone,3,Divorced,3,0,7,145.96,0
7,7,2,Laptop & Accessory,5,Married,3,0,9,165.37,0
17,9,3,Others,2,Divorced,5,1,1,295.13,0
8,9,4,Laptop & Accessory,3,Single,4,0,3,165.33,0
20,12,4,Laptop & Accessory,1,Single,6,1,9,182.72,0
31,36,5,Grocery,1,Married,5,0,1,266.18,0
21,9,4,Mobile Phone,3,Single,6,0,1,149.79,1
8,32,3,Fashion,1,Single,2,1,7,188.37,0
1,15,2,Mobile Phone,3,Married,9,0,3,160.17,0
0,,3,Mobile,1,Married,6,1,4,124.36,1
4,16,5,Mobile Phone,3,Single,3,0,9,147.06,0
12,14,5,Laptop & Accessory,1,Single,2,0,6,165.28,0
8,15,4,Laptop & Accessory,5,Married,5,0,1,176.21,0
12,26,3,Laptop & Accessory,1,Married,3,0,2,141.27,0
5,14,5,Fashion,1,Married,11,0,2,240.57,0
7,14,4,Laptop & Accessory,5,Divorced,2,0,4,168.73,0
10,13,4,Laptop & Accessory,4,Married,8,0,2,174.41,0
2,26,3,Laptop & Accessory,2,Married,3,0,2,169.31,0
16,8,3,Laptop & Accessory,1,Married,2,1,8,178.47,0
28,8,4,Grocery,5,Single,8,0,2,267.56,0
22,16,3,Others,5,Single,10,1,2,286.65,0
18,24,6,Mobile Phone,3,Single,4,0,1,147.9,0
0,8,3,Mobile,5,Married,1,0,2,130.41,1
12,10,3,Laptop & Accessory,3,Single,1,0,8,150.42,0
27,8,4,Fashion,3,Married,7,0,0,206.86,0
1,12,5,Mobile Phone,3,Married,3,1,8,148.66,1
0,34,3,Laptop & Accessory,4,Married,2,0,4,162.72,0
0,34,4,Laptop & Accessory,5,Single,4,0,3,142.84,1
4,12,4,Fashion,1,Married,4,0,,219.19,0
26,6,3,Laptop & Accessory,5,Single,8,0,10,183.81,0
10,12,4,Laptop & Accessory,4,Single,10,0,8,184.14,0
,8,4,Mobile,3,Single,2,0,2,120.44,1
8,8,3,Laptop & Accessory,5,Married,3,0,0,150.93,0
14,17,5,Fashion,4,Married,4,0,,222.05,0
24,16,4,Mobile Phone,1,Married,6,0,1,148.8,0
2,22,4,Mobile Phone,3,Married,3,0,3,147.07,0
6,11,4,Mobile,1,Married,2,0,2,129.11,0
1,14,5,Mobile Phone,1,Married,3,0,2,153.89,0
19,36,4,Fashion,1,Divorced,6,1,,218.8,0
10,12,4,Fashion,5,Married,6,0,3,205.08,0
5,9,3,Fashion,1,Single,4,0,,211.59,0
0,16,3,Laptop & Accessory,1,Single,2,0,2,146.84,0
0,13,3,Laptop & Accessory,3,Divorced,2,0,1,148.83,1
0,30,5,Mobile Phone,1,Single,2,1,0,111.18,1
5,10,4,Mobile Phone,5,Married,3,1,4,155.65,0
9,18,4,Mobile Phone,3,Married,9,1,3,151.6,0
4,,4,Mobile,3,Married,4,0,2,123.29,0
5,12,5,Mobile Phone,5,Married,8,0,1,146.07,1
21,6,4,Grocery,5,Divorced,8,0,2,254.02,0
15,14,6,Others,3,Married,3,0,11,324.73,0
1,10,4,Laptop & Accessory,3,Married,2,0,3,174.99,0
16,20,2,Laptop & Accessory,5,Married,7,0,1,180.38,0
26,11,4,Grocery,1,Married,4,0,5,290.55,0
1,17,5,Mobile Phone,4,Single,3,1,1,143.59,1
10,18,5,Laptop & Accessory,1,Married,6,0,1,191.52,0
1,9,4,Mobile Phone,5,Married,8,1,3,145.42,1
10,16,3,Mobile,5,Divorced,7,0,3,134.52,0
16,9,5,Mobile Phone,4,Married,6,0,1,173.41,0
4,8,5,Mobile,2,Married,5,1,0,127.78,1
8,24,3,Laptop & Accessory,5,Married,1,0,4,155.61,0
7,35,3,Fashion,4,Married,4,0,3,192.5,0
7,12,4,Laptop & Accessory,4,Married,7,0,0,145.05,0
24,24,5,Fashion,5,Married,7,0,12,257.69,0
5,30,3,Laptop & Accessory,1,Married,2,0,7,153.09,0
0,6,4,Mobile,4,Single,2,0,0,128.36,0
0,11,3,Others,3,Married,7,0,0,283.03,0
10,25,3,Mobile Phone,2,Divorced,6,0,1,161.88,0
1,23,2,Mobile Phone,1,Married,3,1,1,154.35,0
,10,3,Mobile,1,Single,10,1,0,122.85,1
10,10,4,Laptop & Accessory,4,Single,6,0,8,169.85,0
8,9,4,Laptop & Accessory,5,Single,2,1,3,170.38,0
15,12,2,Laptop & Accessory,4,Single,5,0,3,193.7,0
3,14,5,Mobile Phone,2,Married,8,0,4,150.32,0
12,6,4,Grocery,1,Married,2,0,,227.42,0
3,7,4,Laptop & Accessory,3,Divorced,3,0,10,168.19,0
4,29,4,Fashion,5,Married,2,0,9,209.12,0
13,17,4,Grocery,5,Divorced,3,1,11,295.68,0
4,13,3,Fashion,5,Married,3,0,2,196.37,0
1,32,2,Mobile Phone,2,Single,3,1,2,154.94,0
2,8,4,Mobile Phone,3,Single,2,1,3,146.54,0
8,6,5,Mobile,1,Married,2,0,1,129.77,0
16,9,5,Laptop & Accessory,1,Single,5,0,1,192.81,0
19,,3,Mobile,1,Single,2,0,0,125.87,1
17,,3,Mobile,1,Single,7,1,2,124.36,0
28,32,1,Others,4,Married,5,1,4,296.36,0
24,9,3,Grocery,4,Single,4,0,0,237.34,0
12,9,5,Mobile Phone,4,Married,6,0,6,149.68,0
7,14,4,Laptop & Accessory,4,Divorced,2,0,3,168.02,0
14,7,3,Laptop & Accessory,5,Married,1,0,7,141.03,0
0,9,3,Mobile Phone,3,Single,2,0,7,140.84,1
4,12,5,Mobile Phone,2,Married,11,0,4,162.61,0
11,,3,Mobile,4,Married,6,0,8,125.92,0
12,32,5,Fashion,4,Married,5,0,2,245.61,0
5,6,3,Fashion,1,Married,2,0,7,204.22,0
5,14,3,Laptop & Accessory,2,Divorced,6,0,8,194.29,0
25,8,4,Mobile,1,Single,8,0,2,132.12,0
4,14,4,Mobile Phone,3,Married,3,0,1,137.74,0
5,9,4,Laptop & Accessory,5,Single,9,0,4,178.32,0
26,30,1,Fashion,1,Married,4,0,2,170.05,0
8,10,4,Laptop & Accessory,4,Married,3,0,10,179.33,0
0,16,3,Mobile Phone,3,Single,2,1,1,110.09,1
19,9,5,Grocery,1,Married,11,0,9,292.92,0
10,19,4,Laptop & Accessory,3,Married,11,1,2,171.63,0
27,9,3,Grocery,2,Divorced,4,0,9,277.79,0
14,15,3,Others,3,Married,3,0,11,294.19,0
3,7,2,Laptop & Accessory,3,Single,10,1,3,187.94,0
13,9,5,Laptop & Accessory,2,Divorced,10,0,5,177.04,0
12,7,5,Fashion,3,Single,11,1,1,178.81,1
18,13,1,Laptop & Accessory,3,Married,5,0,2,164.34,0
,26,3,Laptop & Accessory,3,Single,1,0,2,122.72,0
29,27,4,Laptop & Accessory,2,Divorced,5,1,9,179.15,0
1,7,5,Laptop & Accessory,1,Married,1,0,5,166.74,0
10,14,4,Mobile Phone,1,Single,4,0,2,171.78,0
10,13,2,Laptop & Accessory,5,Married,5,1,3,180.62,0
,33,3,Mobile,4,Single,3,0,2,123.11,0
1,12,5,Fashion,2,Married,3,1,9,253.08,0
13,6,4,Grocery,4,Married,2,0,11,235.03,0
7,32,4,Laptop & Accessory,3,Married,3,0,2,170.39,0
3,30,4,Mobile Phone,1,Single,11,0,3,147.01,0
9,6,4,Laptop & Accessory,3,Married,1,0,2,143.74,0
25,28,4,Laptop & Accessory,1,Single,2,1,1,179.41,0
13,28,5,Laptop & Accessory,1,Married,5,1,5,186.2,0
6,20,3,Mobile,4,Divorced,2,0,6,127.56,0
0,,3,Mobile,2,Divorced,2,0,2,123.23,0
8,8,4,Mobile Phone,5,Married,7,0,4,154.96,0
22,7,2,Grocery,2,Single,4,0,2,293.85,0
11,16,4,Mobile Phone,1,Married,3,1,3,148.26,0
3,8,2,Laptop & Accessory,3,Single,10,1,3,187.94,0
